180	171	160
171	160	182
160	182	69
182	69	75
69	75	85
75	85	102
85	102	141
102	141	202
141	202	185
202	185	127
185	127	126
127	126	107
126	107	83
107	83	106
83	106	75
106	75	137
75	137	91
137	91	63
91	63	124
63	124	144
124	144	130
144	130	151
130	151	74
151	74	146
74	146	175
146	175	191
175	191	143
191	143	192
143	192	173
192	173	149
173	149	168
149	168	150
168	150	130
150	130	158
130	158	106
158	106	123
106	123	174
123	174	129
174	129	89
129	89	128
89	128	148
128	148	102
148	102	100
102	100	176
100	176	190
176	190	205
190	205	107
205	107	146
107	146	145
146	145	141
145	141	90
141	90	55
90	55	117
55	117	77
117	77	114
77	114	108
114	108	110
108	110	116
110	116	81
116	81	146
81	146	194
152	134	183
134	183	142
183	142	58
142	58	178
58	178	131
178	131	48
131	48	157
48	157	111
157	111	118
111	118	96
118	96	173
96	173	181
173	181	57
181	57	178
57	178	179
178	179	169
179	169	58
169	58	31
58	31	61
31	61	106
61	106	79
106	79	44
79	44	82
44	82	97
82	97	178
97	178	120
178	120	127
120	127	95
127	95	67
95	67	39
67	39	44
39	44	42
44	42	34
42	34	38
34	38	93
38	93	170
93	170	69
170	69	155
69	155	169
155	169	109
169	109	123
109	123	166
123	166	106
166	106	80
106	80	94
80	94	74
94	74	64
74	64	55
64	55	77
55	77	86
77	86	96
86	96	85
96	85	162
85	162	124
162	124	67
124	67	124
67	124	59
124	59	53
59	53	105
53	105	118
105	118	120
118	120	114
120	114	185
114	185	208
185	208	180
208	180	180
180	180	188
180	188	187
188	187	228
187	228	218
228	218	177
218	177	168
177	168	193
168	193	138
193	138	66
138	66	102
66	102	164
102	164	198
164	198	165
198	165	185
165	185	202
185	202	133
202	133	64
133	64	156
64	156	159
156	159	202
159	202	124
202	124	179
124	179	179
179	179	128
179	128	140
128	140	52
140	52	107
52	107	108
107	108	47
108	47	61
47	61	101
61	101	128
101	128	131
128	131	190
131	190	212
160	159	180
159	180	85
180	85	65
85	65	142
65	142	156
142	156	165
156	165	133
165	133	95
133	95	93
95	93	137
93	137	170
137	170	127
170	127	56
127	56	174
56	174	125
174	125	37
125	37	74
37	74	85
74	85	159
85	159	100
159	100	22
100	22	46
22	46	60
46	60	86
60	86	97
86	97	85
97	85	115
85	115	104
115	104	87
104	87	45
87	45	34
45	34	40
34	40	35
40	35	41
35	41	62
41	62	178
62	178	73
178	73	56
73	56	128
56	128	156
128	156	184
156	184	119
184	119	52
119	52	44
52	44	72
44	72	86
72	86	43
86	43	145
43	145	145
145	145	105
145	105	111
105	111	102
111	102	102
102	102	79
102	79	105
79	105	141
105	141	91
141	91	89
91	89	146
89	146	170
146	170	106
170	106	200
106	200	210
200	210	151
210	151	139
151	139	143
139	143	155
143	155	188
155	188	217
188	217	175
217	175	175
175	175	147
175	147	160
147	160	147
160	147	95
147	95	57
95	57	135
57	135	212
135	212	193
212	193	189
193	189	201
189	201	143
201	143	79
143	79	190
79	190	219
190	219	183
219	183	167
183	167	135
167	135	200
135	200	154
200	154	219
154	219	129
219	129	53
129	53	83
53	83	83
83	83	42
83	42	79
42	79	156
79	156	199
156	199	183
199	183	171
65	135	139
135	139	62
139	62	151
62	151	213
151	213	181
213	181	173
181	173	92
173	92	165
92	165	114
165	114	203
114	203	150
203	150	85
150	85	122
85	122	156
122	156	46
156	46	124
46	124	162
124	162	128
162	128	155
128	155	61
155	61	73
61	73	107
73	107	75
107	75	119
75	119	125
119	125	93
125	93	90
93	90	84
90	84	119
84	119	72
119	72	52
72	52	89
52	89	36
89	36	46
36	46	52
46	52	132
52	132	177
132	177	101
177	101	101
101	101	122
101	122	78
122	78	81
78	81	157
81	157	175
157	175	91
175	91	140
91	140	60
140	60	107
60	107	177
107	177	133
177	133	147
133	147	208
147	208	170
208	170	65
170	65	107
65	107	91
107	91	83
91	83	88
83	88	68
88	68	58
68	58	89
58	89	187
89	187	171
187	171	120
171	120	154
120	154	122
154	122	132
122	132	193
132	193	197
193	197	152
197	152	224
152	224	140
224	140	130
140	130	71
130	71	47
71	47	40
47	40	104
40	104	179
104	179	169
179	169	172
169	172	188
172	188	189
188	189	193
189	193	232
193	232	226
232	226	217
226	217	211
217	211	175
211	175	150
175	150	106
150	106	160
106	160	191
160	191	87
191	87	65
87	65	152
65	152	115
152	115	40
115	40	102
40	102	132
102	132	173
132	173	194
67	84	211
84	211	163
211	163	179
163	179	184
179	184	175
184	175	104
175	104	134
104	134	143
134	143	138
143	138	202
138	202	162
202	162	74
162	74	100
74	100	56
100	56	149
56	149	195
149	195	93
195	93	152
93	152	134
152	134	62
134	62	141
62	141	114
141	114	147
114	147	206
147	206	164
206	164	106
164	106	54
106	54	114
54	114	123
114	123	115
123	115	85
115	85	74
85	74	36
74	36	48
36	48	54
48	54	51
54	51	114
51	114	153
114	153	84
153	84	56
84	56	71
56	71	133
71	133	191
133	191	163
191	163	124
163	124	98
124	98	84
98	84	79
84	79	163
79	163	181
163	181	165
181	165	188
165	188	201
188	201	93
201	93	207
93	207	135
207	135	119
135	119	128
119	128	92
128	92	57
92	57	57
57	57	102
57	102	152
102	152	117
152	117	116
117	116	126
116	126	109
126	109	178
109	178	154
178	154	121
154	121	130
121	130	93
130	93	94
93	94	82
94	82	120
82	120	128
120	128	148
128	148	171
148	171	161
171	161	149
161	149	201
149	201	239
201	239	223
239	223	203
223	203	189
203	189	179
189	179	179
179	179	162
179	162	146
162	146	108
146	108	96
108	96	122
96	122	105
122	105	52
105	52	101
52	101	176
101	176	101
176	101	43
101	43	111
43	111	178
111	178	161
135	109	198
109	198	167
198	167	150
167	150	164
150	164	132
164	132	162
132	162	97
162	97	201
97	201	173
201	173	177
173	177	137
177	137	43
137	43	59
43	59	99
59	99	204
99	204	121
204	121	139
121	139	138
139	138	60
138	60	60
60	60	105
60	105	94
105	94	213
94	213	215
213	215	174
215	174	190
174	190	112
190	112	123
112	123	125
123	125	128
125	128	109
128	109	73
109	73	25
73	25	42
25	42	30
42	30	27
30	27	54
27	54	160
54	160	115
160	115	96
115	96	61
96	61	69
61	69	153
69	153	201
153	201	159
201	159	127
159	127	110
127	110	121
110	121	121
121	121	191
121	191	152
191	152	110
152	110	138
110	138	142
138	142	125
142	125	144
125	144	142
144	142	131
142	131	179
131	179	142
179	142	149
142	149	98
149	98	72
98	72	104
72	104	129
104	129	138
129	138	126
138	126	128
126	128	142
128	142	104
142	104	102
104	102	89
102	89	95
89	95	141
95	141	146
141	146	148
146	148	168
148	168	176
168	176	147
176	147	135
147	135	224
135	224	232
224	232	213
232	213	161
213	161	136
161	136	138
136	138	140
138	140	126
140	126	138
126	138	167
138	167	124
167	124	98
124	98	129
98	129	127
129	127	54
127	54	89
54	89	181
89	181	66
181	66	46
66	46	75
46	75	118
202	100	110
100	110	145
110	145	140
145	140	74
140	74	99
74	99	108
99	108	107
108	107	215
107	215	162
215	162	130
162	130	101
130	101	59
101	59	90
59	90	180
90	180	120
180	120	128
120	128	120
128	120	115
120	115	33
115	33	47
33	47	99
47	99	160
99	160	214
160	214	214
214	214	196
214	196	131
196	131	174
131	174	124
174	124	101
124	101	97
101	97	140
97	140	89
140	89	23
89	23	32
23	32	27
32	27	32
27	32	43
32	43	138
43	138	196
138	196	83
196	83	72
83	72	101
72	101	71
101	71	112
71	112	110
112	110	132
110	132	136
132	136	57
136	57	43
57	43	66
43	66	98
66	98	105
98	105	100
105	100	143
100	143	103
143	103	92
103	92	132
92	132	135
132	135	195
135	195	172
195	172	188
172	188	189
188	189	103
189	103	97
103	97	142
97	142	134
142	134	52
134	52	45
52	45	85
45	85	119
85	119	104
119	104	101
104	101	128
101	128	203
128	203	176
203	176	212
176	212	199
212	199	165
199	165	136
165	136	152
136	152	231
152	231	190
231	190	159
190	159	136
159	136	117
136	117	106
117	106	110
106	110	111
110	111	156
111	156	179
156	179	118
179	118	103
118	103	149
103	149	152
149	152	93
152	93	71
93	71	100
71	100	64
100	64	82
64	82	56
82	56	69
168	118	64
118	64	85
64	85	120
85	120	73
120	73	85
73	85	134
85	134	128
134	128	150
128	150	170
150	170	128
170	128	67
128	67	65
67	65	105
65	105	155
105	155	75
155	75	111
75	111	115
111	115	72
115	72	62
72	62	83
62	83	61
83	61	192
61	192	208
192	208	208
208	208	212
208	212	120
212	120	137
120	137	95
137	95	92
95	92	58
92	58	193
58	193	119
193	119	27
119	27	26
27	26	44
26	44	51
44	51	59
51	59	83
59	83	151
83	151	179
151	179	90
179	90	135
90	135	135
135	135	59
135	59	56
59	56	100
56	100	161
100	161	98
161	98	52
98	52	156
52	156	122
156	122	181
122	181	132
181	132	96
132	96	116
96	116	187
116	187	135
187	135	146
135	146	179
146	179	159
179	159	173
159	173	198
173	198	186
198	186	164
186	164	180
164	180	145
180	145	68
145	68	115
68	115	164
115	164	171
164	171	103
171	103	55
103	55	85
55	85	122
85	122	174
122	174	209
174	209	190
209	190	138
190	138	118
138	118	117
118	117	122
117	122	90
122	90	99
90	99	105
99	105	90
105	90	93
90	93	106
93	106	128
106	128	162
128	162	124
162	124	89
124	89	115
89	115	136
115	136	96
136	96	55
96	55	83
55	83	53
83	53	80
53	80	127
80	127	192
127	192	91
116	99	81
99	81	90
81	90	89
90	89	93
89	93	50
93	50	105
50	105	123
105	123	139
123	139	160
139	160	136
160	136	55
136	55	84
55	84	80
84	80	64
80	64	81
64	81	86
81	86	127
86	127	53
127	53	102
53	102	170
102	170	118
170	118	174
118	174	195
174	195	211
195	211	215
211	215	162
215	162	72
162	72	55
72	55	73
55	73	58
73	58	129
58	129	74
129	74	29
74	29	29
29	29	76
29	76	63
76	63	55
63	55	135
55	135	182
135	182	174
182	174	149
174	149	76
149	76	94
76	94	129
94	129	82
129	82	107
82	107	180
107	180	103
180	103	64
103	64	115
64	115	113
115	113	77
113	77	110
77	110	87
110	87	168
87	168	209
168	209	177
209	177	135
177	135	167
135	167	171
167	171	129
171	129	95
129	95	82
95	82	141
82	141	71
141	71	86
71	86	93
86	93	103
93	103	130
103	130	88
130	88	73
88	73	110
73	110	84
110	84	98
84	98	175
98	175	175
175	175	173
175	173	142
173	142	112
142	112	92
112	92	64
92	64	107
64	107	65
107	65	78
65	78	83
78	83	101
83	101	129
101	129	138
129	138	101
138	101	50
101	50	105
50	105	115
105	115	56
115	56	75
56	75	52
75	52	126
52	126	119
126	119	46
119	46	162
46	162	206
162	206	204
99	92	98
92	98	63
98	63	57
63	57	57
57	57	49
57	49	82
49	82	77
82	77	117
77	117	145
117	145	118
145	118	181
118	181	129
181	129	107
129	107	164
107	164	110
164	110	75
110	75	66
75	66	41
66	41	75
41	75	112
75	112	113
112	113	126
113	126	224
126	224	230
224	230	228
230	228	158
228	158	51
158	51	48
51	48	52
48	52	52
52	52	95
52	95	47
95	47	33
47	33	62
33	62	47
62	47	73
47	73	65
73	65	80
65	80	105
80	105	134
105	134	145
134	145	158
145	158	104
158	104	140
104	140	155
140	155	125
155	125	159
125	159	79
159	79	58
79	58	42
58	42	117
42	117	112
117	112	95
112	95	78
95	78	142
78	142	145
142	145	73
145	73	67
73	67	81
67	81	101
81	101	89
101	89	114
89	114	86
114	86	62
86	62	92
62	92	114
92	114	55
114	55	99
55	99	103
99	103	120
103	120	187
120	187	211
187	211	172
211	172	158
172	158	181
158	181	178
181	178	158
178	158	124
158	124	112
124	112	116
112	116	121
116	121	180
121	180	123
180	123	99
123	99	80
99	80	141
80	141	95
141	95	115
95	115	152
115	152	89
152	89	68
89	68	63
68	63	93
63	93	164
93	164	204
164	204	82
204	82	141
82	141	79
141	79	88
79	88	171
88	171	185
145	111	80
111	80	56
80	56	38
56	38	40
38	40	59
40	59	99
59	99	94
99	94	97
94	97	142
97	142	90
142	90	159
90	159	138
159	138	201
138	201	176
201	176	115
176	115	81
115	81	74
81	74	68
74	68	92
68	92	84
92	84	91
84	91	44
91	44	149
44	149	235
149	235	195
235	195	106
195	106	36
106	36	41
36	41	86
41	86	41
86	41	49
41	49	133
49	133	82
133	82	49
82	49	71
49	71	48
71	48	47
48	47	59
47	59	65
59	65	83
65	83	84
83	84	162
84	162	96
162	96	73
96	73	67
73	67	69
67	69	134
69	134	68
134	68	53
68	53	76
53	76	109
76	109	57
109	57	60
57	60	51
60	51	74
51	74	88
74	88	110
88	110	190
110	190	134
190	134	77
134	77	141
77	141	156
141	156	142
156	142	183
142	183	188
183	188	88
188	88	78
88	78	190
78	190	212
190	212	205
212	205	207
205	207	202
207	202	184
202	184	117
184	117	152
117	152	204
152	204	158
204	158	127
158	127	130
127	130	158
130	158	132
158	132	127
132	127	68
127	68	114
68	114	165
114	165	159
165	159	133
159	133	172
133	172	197
172	197	137
197	137	137
137	137	142
137	142	105
142	105	107
105	107	160
107	160	76
160	76	57
76	57	74
57	74	59
74	59	132
59	132	125
106	102	90
102	90	67
90	67	36
67	36	31
36	31	32
31	32	44
32	44	74
44	74	104
74	104	118
104	118	71
118	71	121
71	121	139
121	139	161
139	161	152
161	152	142
152	142	92
142	92	64
92	64	30
64	30	52
30	52	108
52	108	103
108	103	110
103	110	64
110	64	111
64	111	81
111	81	91
81	91	79
91	79	49
79	49	146
49	146	51
146	51	106
51	106	163
106	163	78
163	78	86
78	86	160
86	160	61
160	61	38
61	38	57
38	57	100
57	100	127
100	127	118
127	118	95
118	95	167
95	167	116
167	116	64
116	64	58
64	58	121
58	121	125
121	125	41
125	41	90
41	90	97
90	97	80
97	80	93
80	93	172
93	172	178
172	178	143
178	143	73
143	73	156
73	156	88
156	88	67
88	67	97
67	97	132
97	132	177
132	177	211
177	211	177
211	177	108
177	108	182
108	182	152
182	152	181
152	181	189
181	189	174
189	174	206
174	206	195
206	195	112
195	112	158
112	158	209
158	209	164
209	164	127
164	127	130
127	130	110
130	110	89
110	89	112
89	112	83
112	83	83
83	83	153
83	153	112
153	112	119
112	119	147
119	147	148
147	148	189
148	189	212
189	212	193
212	193	177
193	177	187
177	187	101
187	101	100
101	100	91
100	91	89
91	89	74
89	74	45
74	45	97
74	103	108
103	108	92
108	92	39
92	39	53
39	53	71
53	71	56
71	56	74
56	74	130
74	130	83
130	83	101
83	101	137
101	137	139
137	139	127
139	127	78
127	78	48
78	48	86
48	86	96
86	96	68
96	68	129
68	129	169
129	169	106
169	106	122
106	122	79
122	79	93
79	93	82
93	82	152
82	152	102
152	102	107
102	107	176
107	176	59
176	59	161
59	161	150
161	150	51
150	51	126
51	126	189
126	189	71
189	71	56
71	56	61
56	61	147
61	147	183
147	183	110
183	110	153
110	153	122
153	122	177
122	177	193
177	193	163
193	163	105
163	105	143
105	143	58
143	58	89
58	89	135
89	135	132
135	132	62
132	62	178
62	178	139
178	139	174
139	174	80
174	80	82
80	82	70
82	70	123
70	123	173
123	173	132
173	132	144
132	144	193
144	193	100
193	100	155
100	155	226
155	226	177
226	177	151
177	151	146
151	146	87
146	87	209
87	209	171
209	171	79
171	79	183
79	183	212
183	212	207
212	207	160
207	160	155
160	155	141
155	141	116
141	116	122
116	122	114
122	114	100
114	100	97
100	97	66
97	66	43
66	43	39
43	39	77
39	77	116
77	116	133
116	133	150
133	150	126
150	126	131
126	131	135
131	135	139
135	139	79
139	79	28
79	28	76
28	76	157
76	157	149
53	100	97
100	97	127
97	127	85
127	85	159
85	159	153
159	153	137
153	137	138
137	138	147
138	147	60
147	60	96
60	96	115
96	115	143
115	143	101
143	101	50
101	50	94
50	94	129
94	129	151
129	151	67
151	67	97
67	97	128
97	128	122
128	122	106
122	106	88
106	88	167
88	167	91
167	91	135
91	135	102
135	102	139
102	139	147
139	147	40
147	40	175
40	175	128
175	128	63
128	63	109
63	109	120
109	120	60
120	60	74
60	74	119
74	119	149
119	149	136
149	136	188
136	188	212
188	212	187
212	187	117
187	117	178
117	178	164
178	164	117
164	117	126
117	126	70
126	70	96
70	96	114
96	114	95
114	95	25
95	25	88
25	88	103
88	103	158
103	158	112
158	112	132
112	132	111
132	111	137
111	137	154
137	154	144
154	144	203
144	203	137
203	137	59
137	59	208
59	208	196
208	196	134
196	134	182
134	182	199
182	199	160
199	160	214
160	214	194
214	194	146
194	146	152
146	152	185
152	185	192
185	192	200
192	200	160
200	160	182
160	182	150
182	150	102
150	102	134
102	134	127
134	127	39
127	39	33
39	33	75
33	75	49
75	49	61
49	61	161
61	161	138
161	138	182
138	182	165
182	165	198
165	198	203
198	203	207
203	207	201
207	201	98
201	98	77
98	77	195
77	195	146
51	84	82
84	82	113
82	113	141
113	141	169
141	169	146
169	146	159
146	159	158
159	158	122
158	122	62
122	62	102
62	102	119
102	119	116
119	116	86
116	86	63
86	63	71
63	71	123
71	123	85
123	85	47
85	47	137
47	137	172
137	172	165
172	165	118
165	118	85
118	85	156
85	156	130
156	130	165
130	165	70
165	70	144
70	144	85
144	85	33
85	33	128
33	128	92
128	92	72
92	72	50
72	50	55
50	55	48
55	48	71
48	71	109
71	109	130
109	130	144
130	144	201
144	201	194
201	194	179
194	179	134
179	134	105
134	105	171
105	171	180
171	180	155
180	155	123
155	123	84
123	84	158
84	158	45
158	45	30
45	30	22
30	22	95
22	95	122
95	122	126
122	126	152
126	152	157
152	157	204
157	204	147
204	147	114
147	114	132
114	132	100
132	100	120
100	120	187
120	187	144
187	144	130
144	130	205
130	205	203
205	203	208
203	208	176
208	176	167
176	167	202
167	202	128
202	128	201
128	201	201
201	201	207
201	207	158
207	158	140
158	140	151
140	151	83
151	83	105
83	105	132
105	132	113
132	113	35
113	35	38
35	38	57
38	57	82
57	82	175
82	175	200
175	200	196
200	196	181
196	181	198
181	198	205
198	205	203
205	203	206
203	206	164
206	164	162
164	162	134
162	134	78
121	69	78
69	78	88
78	88	197
88	197	172
197	172	109
172	109	146
109	146	145
146	145	75
145	75	80
75	80	102
80	102	93
102	93	68
93	68	125
68	125	139
125	139	72
139	72	144
72	144	143
144	143	47
143	47	196
47	196	194
196	194	168
194	168	163
168	163	85
163	85	149
85	149	121
149	121	184
121	184	53
184	53	110
53	110	54
110	54	52
54	52	111
52	111	127
111	127	114
127	114	89
114	89	53
89	53	60
53	60	65
60	65	79
65	79	114
79	114	125
114	125	168
125	168	181
168	181	177
181	177	129
177	129	117
129	117	118
117	118	146
118	146	182
146	182	152
182	152	110
152	110	145
110	145	125
145	125	119
125	119	122
119	122	111
122	111	119
111	119	157
119	157	131
157	131	178
131	178	210
178	210	183
210	183	185
183	185	70
185	70	51
70	51	211
51	211	167
211	167	152
167	152	195
152	195	213
195	213	205
213	205	194
205	194	185
194	185	165
185	165	196
165	196	141
196	141	167
141	167	214
167	214	220
214	220	177
220	177	126
177	126	133
126	133	70
133	70	77
70	77	131
77	131	211
131	211	122
211	122	35
122	35	41
35	41	68
41	68	161
68	161	216
161	216	201
216	201	174
201	174	184
174	184	200
184	200	209
200	209	174
209	174	77
174	77	97
77	97	63
97	63	46
153	84	80
84	80	150
80	150	135
150	135	134
135	134	115
134	115	138
115	138	97
138	97	46
97	46	122
46	122	111
122	111	121
111	121	102
121	102	144
102	144	134
144	134	124
134	124	121
124	121	139
121	139	35
139	35	184
35	184	190
184	190	133
190	133	175
133	175	93
175	93	170
93	170	112
170	112	128
112	128	48
128	48	65
48	65	74
65	74	51
74	51	90
51	90	108
90	108	131
108	131	98
131	98	85
98	85	77
85	77	80
77	80	73
80	73	96
73	96	92
96	92	78
92	78	181
78	181	141
181	141	180
141	180	201
180	201	92
201	92	102
92	102	91
102	91	109
91	109	134
109	134	130
134	130	146
130	146	109
146	109	80
109	80	52
80	52	134
52	134	175
134	175	152
175	152	158
152	158	141
158	141	142
141	142	175
142	175	79
175	79	83
79	83	113
83	113	141
113	141	173
141	173	166
173	166	179
166	179	212
179	212	189
212	189	193
189	193	182
193	182	212
182	212	152
212	152	167
152	167	224
167	224	223
224	223	187
223	187	174
187	174	103
174	103	92
103	92	161
92	161	106
161	106	174
106	174	144
174	144	82
144	82	50
82	50	47
50	47	101
47	101	201
101	201	212
201	212	202
212	202	210
202	210	181
210	181	144
181	144	70
144	70	114
70	114	187
114	187	119
187	119	89
105	64	118
64	118	133
118	133	97
133	97	105
97	105	112
105	112	96
112	96	117
96	117	72
117	72	148
72	148	103
148	103	125
103	125	127
125	127	135
127	135	125
135	125	165
125	165	134
165	134	108
134	108	57
108	57	189
57	189	185
189	185	150
185	150	168
150	168	144
168	144	138
144	138	105
138	105	119
105	119	48
119	48	50
48	50	97
50	97	139
97	139	83
139	83	104
83	104	108
104	108	85
108	85	127
85	127	117
127	117	82
117	82	74
82	74	106
74	106	124
106	124	29
124	29	75
29	75	201
75	201	193
201	193	172
193	172	126
172	126	52
126	52	95
52	95	118
95	118	78
118	78	78
78	78	159
78	159	126
159	126	75
126	75	30
75	30	171
30	171	140
171	140	166
140	166	154
166	154	116
154	116	86
116	86	74
86	74	66
74	66	139
66	139	85
139	85	97
85	97	210
97	210	195
210	195	144
195	144	142
144	142	179
142	179	187
179	187	203
187	203	205
203	205	190
205	190	121
190	121	208
121	208	192
208	192	147
192	147	167
147	167	81
167	81	81
81	81	153
81	153	74
153	74	145
74	145	155
145	155	104
155	104	59
104	59	26
59	26	90
26	90	208
90	208	202
208	202	177
202	177	129
177	129	133
129	133	144
133	144	136
144	136	208
136	208	125
208	125	79
125	79	132
96	99	133
99	133	130
133	130	116
130	116	75
116	75	92
75	92	119
92	119	114
119	114	62
114	62	101
62	101	119
101	119	105
119	105	110
105	110	112
110	112	183
112	183	133
183	133	177
133	177	124
177	124	42
124	42	135
42	135	203
135	203	183
203	183	101
183	101	165
101	165	134
165	134	117
134	117	76
117	76	41
76	41	57
41	57	168
57	168	224
168	224	155
224	155	179
155	179	121
179	121	98
121	98	156
98	156	100
156	100	84
100	84	79
84	79	119
79	119	112
119	112	83
112	83	41
83	41	132
41	132	209
132	209	182
209	182	149
182	149	81
149	81	118
81	118	135
118	135	38
135	38	77
38	77	169
77	169	122
169	122	51
122	51	28
51	28	126
28	126	130
126	130	127
130	127	143
127	143	140
143	140	174
140	174	55
174	55	139
55	139	147
139	147	135
147	135	72
135	72	135
72	135	218
135	218	179
218	179	134
179	134	169
134	169	190
169	190	185
190	185	189
185	189	177
189	177	79
177	79	154
79	154	139
154	139	128
139	128	179
128	179	91
179	91	84
91	84	157
84	157	146
157	146	111
146	111	175
111	175	91
175	91	69
91	69	57
69	57	23
57	23	143
23	143	144
143	144	117
144	117	160
117	160	146
160	146	143
146	143	186
143	186	127
186	127	56
127	56	146
56	146	165
117	180	152
180	152	118
152	118	89
118	89	69
89	69	44
69	44	72
44	72	82
72	82	70
82	70	151
70	151	161
